2024-12-08 20:28:29,702 INFO  [main] com.amazonaws.serverless.proxy.spring.AwsSpringWebRuntimeInitializer : AWS Environment: {USERDOMAIN_ROAMINGPROFILE=HP, IGCCSVC_DB=AQAAANCMnd8BFdERjHoAwE/Cl+sBAAAATcyvTciEf0OPaHmmzeoBSQQAAAACAAAAAAAQZgAAAAEAACAAAABTaHAlfVmvrKojN1jUtqXiI8XI13Wf+3KxRPzQ/lB02AAAAAAOgAAAAAIAACAAAADKAZQXXSepsD4Zr/8mN3jWwYxb9hGwDqtFI8/+8nVTzWAAAABPSjB+VHJPQTYJuUn6krg2qRuQI2k4R+pGj71SX0CayOCXVQJ6SpoaaOkSeyiASzd7qm6/eLuvCiUvXVgYztq9y4008wIz6HC90rzXhgapc/pmHsF7b/1yYu67POAknaVAAAAAdSMSKgR5xiV5NQ6jtzb/3l0J9PV9XVfk3qZL5Mb7TmShohRQgQ9/6FCpTtwUx+C4JtI8kVOgm+w+6bcMfw/42Q==, LOCALAPPDATA=C:\Users\riyak\AppData\Local, PROCESSOR_LEVEL=6, RegionCode=APJ, USERDOMAIN=HP, LOGONSERVER=\\HP, SESSIONNAME=Console, ALLUSERSPROFILE=C:\ProgramData, PROCESSOR_ARCHITECTURE=AMD64, PSModulePath=C:\Program Files\WindowsPowerShell\Modules;C:\windows\system32\WindowsPowerShell\v1.0\Modules, SystemDrive=C:, OneDrive=C:\Users\riyak\OneDrive, =C:=C:\, APPDATA=C:\Users\riyak\AppData\Roaming, USERNAME=riyak, ProgramFiles(x86)=C:\Program Files (x86), EFC_18500=1, CommonProgramFiles=C:\Program Files\Common Files, Path=E:/eclipse-jee-2024-06-R-win32-x86_64/eclipse//plugins/org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.3.v20240426-1530/jre/bin/server;E:/eclipse-jee-2024-06-R-win32-x86_64/eclipse//plugins/org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.3.v20240426-1530/jre/bin;C:\Program Files\Common Files\Oracle\Java\javapath;C:\windows\system32;C:\windows;C:\windows\System32\Wbem;C:\windows\System32\WindowsPowerShell\v1.0\;C:\windows\System32\OpenSSH\;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR;C:\Users\Administrator\AppData\Local\Microsoft\WindowsApps;C:\Program Files\HP\OMEN-Broadcast\Common;C:\Program Files\Git\cmd;C:\Users\riyak\AppData\Local\Programs\Python\Python311\Scripts\;C:\Users\riyak\AppData\Local\Programs\Python\Python311\;C:\Users\riyak\AppData\Local\Microsoft\WindowsApps;E:\VS Code\Microsoft VS Code\bin;E:\eclipse-jee-2024-06-R-win32-x86_64\eclipse;, PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC, DriverData=C:\Windows\System32\Drivers\DriverData, OS=Windows_NT, OneDriveConsumer=C:\Users\riyak\OneDrive, COMPUTERNAME=HP, OnlineServices=Online Services, platformcode=M7, PROCESSOR_REVISION=ba02, CommonProgramW6432=C:\Program Files\Common Files, ComSpec=C:\windows\system32\cmd.exe, ProgramData=C:\ProgramData, ProgramW6432=C:\Program Files, HOMEPATH=\Users\riyak, SystemRoot=C:\windows, TEMP=C:\Users\riyak\AppData\Local\Temp, HOMEDRIVE=C:, PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 186 Stepping 2, GenuineIntel, USERPROFILE=C:\Users\riyak, TMP=C:\Users\riyak\AppData\Local\Temp, CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files, ProgramFiles=C:\Program Files, PUBLIC=C:\Users\Public, NUMBER_OF_PROCESSORS=12, windir=C:\windows, =::=::\, ZES_ENABLE_SYSMAN=1}
2024-12-08 20:28:29,717 INFO  [main] com.amizhth.main.Application : Starting Application using Java 21.0.3 with PID 7580 (E:\eclipse-jee-2024-06-R-win32-x86_64\eclipse\Eclipse-workspace\Contact\target\classes started by riyak in E:\eclipse-jee-2024-06-R-win32-x86_64\eclipse\Eclipse-workspace\Contact)
2024-12-08 20:28:29,718 INFO  [main] com.amizhth.main.Application : No active profile set, falling back to 1 default profile: "default"
2024-12-08 20:28:30,187 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-12-08 20:28:30,255 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 36 ms. Found 1 JPA repository interface.
2024-12-08 20:28:30,960 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer : Tomcat initialized with port 80 (http)
2024-12-08 20:28:30,976 INFO  [main] org.apache.catalina.core.StandardService : Starting service [Tomcat]
2024-12-08 20:28:30,976 INFO  [main] org.apache.catalina.core.StandardEngine : Starting Servlet engine: [Apache Tomcat/10.1.19]
2024-12-08 20:28:31,049 INFO  [main] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/amizhth] : Initializing Spring embedded WebApplicationContext
2024-12-08 20:28:31,049 INFO  [main] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 1274 ms
2024-12-08 20:28:31,227 INFO  [main] org.hibernate.jpa.internal.util.LogHelper : HHH000204: Processing PersistenceUnitInfo [name: default]
2024-12-08 20:28:31,300 INFO  [main] org.hibernate.Version : HHH000412: Hibernate ORM core version 6.4.1.Final
2024-12-08 20:28:31,337 INFO  [main] org.hibernate.cache.internal.RegionFactoryInitiator : HHH000026: Second-level cache disabled
2024-12-08 20:28:31,572 INFO  [main] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo : No LoadTimeWeaver setup: ignoring JPA class transformer
2024-12-08 20:28:31,604 INFO  [main] com.zaxxer.hikari.HikariDataSource : HikariPool-1 - Starting...
2024-12-08 20:28:31,858 INFO  [main] com.zaxxer.hikari.pool.HikariPool : HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@710afd47
2024-12-08 20:28:31,861 INFO  [main] com.zaxxer.hikari.HikariDataSource : HikariPool-1 - Start completed.
2024-12-08 20:28:31,905 WARN  [main] org.hibernate.orm.deprecation : HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-12-08 20:28:32,815 INFO  [main] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-12-08 20:28:32,876 INFO  [main] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-12-08 20:28:33,222 WARN  [main] org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration : 

Using generated security password: c68d9e0c-8315-48b4-8166-ea9981c36020

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-12-08 20:28:33,518 INFO  [main] org.springframework.security.web.DefaultSecurityFilterChain : Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@49bf5ec8, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@18174bd9, org.springframework.security.web.context.SecurityContextHolderFilter@5935eb9c, org.springframework.security.web.header.HeaderWriterFilter@2c5b4b91, org.springframework.web.filter.CorsFilter@3af6d7a7, org.springframework.security.web.authentication.logout.LogoutFilter@3bf4b018, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@538d2308, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3d0697da, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@18711946, org.springframework.security.web.session.SessionManagementFilter@61a17f3, org.springframework.security.web.access.ExceptionTranslationFilter@2af1bf5a, org.springframework.security.web.access.intercept.AuthorizationFilter@4a937d43]
2024-12-08 20:28:33,747 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer : Tomcat started on port 80 (http) with context path '/amizhth'
2024-12-08 20:28:33,758 INFO  [main] com.amizhth.main.Application : Started Application in 4.433 seconds (process running for 5.245)
2024-12-08 20:29:40,795 INFO  [http-nio-80-exec-1] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/amizhth] : Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-12-08 20:29:40,795 INFO  [http-nio-80-exec-1] org.springframework.web.servlet.DispatcherServlet : Initializing Servlet 'dispatcherServlet'
2024-12-08 20:29:40,795 INFO  [http-nio-80-exec-1] org.springframework.web.servlet.DispatcherServlet : Completed initialization in 0 ms
2024-12-08 20:52:31,355 INFO  [RMI TCP Connection(27)-127.0.0.1] org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2024-12-08 20:52:31,367 INFO  [RMI TCP Connection(27)-127.0.0.1] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2024-12-08 20:52:31,369 INFO  [RMI TCP Connection(27)-127.0.0.1] com.zaxxer.hikari.HikariDataSource : HikariPool-1 - Shutdown initiated...
2024-12-08 20:52:31,374 INFO  [RMI TCP Connection(27)-127.0.0.1] com.zaxxer.hikari.HikariDataSource : HikariPool-1 - Shutdown completed.
